kdprov;nmprov;kdkab;nmkab;kdkec;nmkec;kddesa;nmdesa;iddesa;idSLS;nama_sls;jenis_sls;est_TOTAL_UMKM;J_KK_final
16;SUMATERA SELATAN;02;OGAN KOMERING ILIR;010;LEMPUING;001;CAHYA BUMI;1602010001;16020100010001; RT 001 DUSUN 001      ;SLS;19;66
16;SUMATERA SELATAN;02;OGAN KOMERING ILIR;010;LEMPUING;001;CAHYA BUMI;1602010001;16020100010002; RT 001 DUSUN 002      ;SLS;14;50
16;SUMATERA SELATAN;02;OGAN KOMERING ILIR;010;LEMPUING;001;CAHYA BUMI;1602010001;16020100010003; RT 002 DUSUN 002      ;SLS;18;64
16;SUMATERA SELATAN;02;OGAN KOMERING ILIR;010;LEMPUING;001;CAHYA BUMI;1602010001;16020100010004; RT 001 DUSUN 003      ;SLS;18;67
16;SUMATERA SELATAN;02;OGAN KOMERING ILIR;010;LEMPUING;001;CAHYA BUMI;1602010001;16020100010005; RT 002 DUSUN 003      ;SLS;16;56
16;SUMATERA SELATAN;02;OGAN KOMERING ILIR;010;LEMPUING;001;CAHYA BUMI;1602010001;16020100010006; RT 001 DUSUN 004      ;SLS;13;52
16;SUMATERA SELATAN;02;OGAN KOMERING ILIR;010;LEMPUING;001;CAHYA BUMI;1602010001;16020100010007; RT 002 DUSUN 004      ;SLS;19;87
16;SUMATERA SELATAN;02;OGAN KOMERING ILIR;010;LEMPUING;001;CAHYA BUMI;1602010001;16020100010008; RT 003 DUSUN 004      ;SLS;21;63
16;SUMATERA SELATAN;02;OGAN KOMERING ILIR;010;LEMPUING;001;CAHYA BUMI;1602010001;16020100010009; RT 001 DUSUN 005      ;SLS;8;33
16;SUMATERA SELATAN;02;OGAN KOMERING ILIR;010;LEMPUING;001;CAHYA BUMI;1602010001;16020100010010; RT 002 DUSUN 005      ;SLS;28;70
16;SUMATERA SELATAN;02;OGAN KOMERING ILIR;010;LEMPUING;001;CAHYA BUMI;1602010001;16020100010011; RT 003 DUSUN 005      ;SLS;33;94
16;SUMATERA SELATAN;02;OGAN KOMERING ILIR;010;LEMPUING;001;CAHYA BUMI;1602010001;16020100010012; RT 004 DUSUN 005      ;SLS;21;85
16;SUMATERA SELATAN;02;OGAN KOMERING ILIR;010;LEMPUING;002;BUMI ARJO;1602010002;16020100020001; RT 001 DUSUN 001      ;SLS;14;91
16;SUMATERA SELATAN;02;OGAN KOMERING ILIR;010;LEMPUING;002;BUMI ARJO;1602010002;16020100020002; RT 002 DUSUN 001      ;SLS;16;42
16;SUMATERA SELATAN;02;OGAN KOMERING ILIR;010;LEMPUING;002;BUMI ARJO;1602010002;16020100020003; RT 003 DUSUN 002      ;SLS;14;56
16;SUMATERA SELATAN;02;OGAN KOMERING ILIR;010;LEMPUING;002;BUMI ARJO;1602010002;16020100020004; RT 004 DUSUN 002      ;SLS;12;52
16;SUMATERA SELATAN;02;OGAN KOMERING ILIR;010;LEMPUING;002;BUMI ARJO;1602010002;16020100020005; RT 005 DUSUN 002      ;SLS;7;35
16;SUMATERA SELATAN;02;OGAN KOMERING ILIR;010;LEMPUING;002;BUMI ARJO;1602010002;16020100020006; RT 006 DUSUN 002      ;SLS;23;64
16;SUMATERA SELATAN;02;OGAN KOMERING ILIR;010;LEMPUING;002;BUMI ARJO;1602010002;16020100020007; RT 007 DUSUN 003      ;SLS;20;63
16;SUMATERA SELATAN;02;OGAN KOMERING ILIR;010;LEMPUING;002;BUMI ARJO;1602010002;16020100020008; RT 008 DUSUN 003      ;SLS;18;64
16;SUMATERA SELATAN;02;OGAN KOMERING ILIR;010;LEMPUING;002;BUMI ARJO;1602010002;16020100020009; RT 009 DUSUN 004      ;SLS;6;34
16;SUMATERA SELATAN;02;OGAN KOMERING ILIR;010;LEMPUING;002;BUMI ARJO;1602010002;16020100020010; RT 010 DUSUN 004      ;SLS;9;42
16;SUMATERA SELATAN;02;OGAN KOMERING ILIR;010;LEMPUING;002;BUMI ARJO;1602010002;16020100020011; RT 011 DUSUN 004      ;SLS;18;53
16;SUMATERA SELATAN;02;OGAN KOMERING ILIR;010;LEMPUING;002;BUMI ARJO;1602010002;16020100020012; RT 012 DUSUN 004      ;SLS;8;31
16;SUMATERA SELATAN;02;OGAN KOMERING ILIR;010;LEMPUING;002;BUMI ARJO;1602010002;16020100020013; RT 013 DUSUN 005      ;SLS;10;38
16;SUMATERA SELATAN;02;OGAN KOMERING ILIR;010;LEMPUING;002;BUMI ARJO;1602010002;16020100020014; RT 014 DUSUN 005      ;SLS;14;48
16;SUMATERA SELATAN;02;OGAN KOMERING ILIR;010;LEMPUING;002;BUMI ARJO;1602010002;16020100020015; RT 015 DUSUN 005      ;SLS;2;14
16;SUMATERA SELATAN;02;OGAN KOMERING ILIR;010;LEMPUING;003;KUTA PANDAN;1602010003;16020100030001; RT 01 DUSUN 1      ;SLS;7;32
16;SUMATERA SELATAN;02;OGAN KOMERING ILIR;010;LEMPUING;003;KUTA PANDAN;1602010003;16020100030002; RT 02 DUSUN 1      ;SLS;13;51
16;SUMATERA SELATAN;02;OGAN KOMERING ILIR;010;LEMPUING;003;KUTA PANDAN;1602010003;16020100030003; RT 03 DUSUN 1      ;SLS;11;51
16;SUMATERA SELATAN;02;OGAN KOMERING ILIR;010;LEMPUING;003;KUTA PANDAN;1602010003;16020100030004; RT 04 DUSUN 1      ;SLS;7;42
16;SUMATERA SELATAN;02;OGAN KOMERING ILIR;010;LEMPUING;003;KUTA PANDAN;1602010003;16020100030005; RT 05 DUSUN 1      ;SLS;8;45
16;SUMATERA SELATAN;02;OGAN KOMERING ILIR;010;LEMPUING;003;KUTA PANDAN;1602010003;16020100030006; RT 01 DUSUN 2      ;SLS;15;44
16;SUMATERA SELATAN;02;OGAN KOMERING ILIR;010;LEMPUING;003;KUTA PANDAN;1602010003;16020100030007; RT 02 DUSUN 2      ;SLS;10;40
16;SUMATERA SELATAN;02;OGAN KOMERING ILIR;010;LEMPUING;003;KUTA PANDAN;1602010003;16020100030008; RT 03 DUSUN 2      ;SLS;16;37
16;SUMATERA SELATAN;02;OGAN KOMERING ILIR;010;LEMPUING;003;KUTA PANDAN;1602010003;16020100030009; RT 04 DUSUN 2      ;SLS;86;40
16;SUMATERA SELATAN;02;OGAN KOMERING ILIR;010;LEMPUING;003;KUTA PANDAN;1602010003;16020100030010; RT 05 DUSUN 2      ;SLS;9;41
16;SUMATERA SELATAN;02;OGAN KOMERING ILIR;010;LEMPUING;003;KUTA PANDAN;1602010003;16020100030011; RT 06 DUSUN 2      ;SLS;5;34
16;SUMATERA SELATAN;02;OGAN KOMERING ILIR;010;LEMPUING;003;KUTA PANDAN;1602010003;16020100030012; RT 07 DUSUN 2      ;SLS;16;59
16;SUMATERA SELATAN;02;OGAN KOMERING ILIR;010;LEMPUING;003;KUTA PANDAN;1602010003;16020100030013; RT 01 DUSUN 3      ;SLS;19;62
16;SUMATERA SELATAN;02;OGAN KOMERING ILIR;010;LEMPUING;003;KUTA PANDAN;1602010003;16020100030014; RT 02 DUSUN 3      ;SLS;14;56
16;SUMATERA SELATAN;02;OGAN KOMERING ILIR;010;LEMPUING;003;KUTA PANDAN;1602010003;16020100030015; RT 03 DUSUN 3      ;SLS;8;32
16;SUMATERA SELATAN;02;OGAN KOMERING ILIR;010;LEMPUING;003;KUTA PANDAN;1602010003;16020100030016; RT 04 DUSUN 3      ;SLS;4;25
16;SUMATERA SELATAN;02;OGAN KOMERING ILIR;010;LEMPUING;003;KUTA PANDAN;1602010003;16020100030017; RT 01 DUSUN 4      ;SLS;7;35
16;SUMATERA SELATAN;02;OGAN KOMERING ILIR;010;LEMPUING;003;KUTA PANDAN;1602010003;16020100030018; RT 02 DUSUN 4      ;SLS;10;27
16;SUMATERA SELATAN;02;OGAN KOMERING ILIR;010;LEMPUING;003;KUTA PANDAN;1602010003;16020100030019; RT 03 DUSUN 4      ;SLS;6;34
16;SUMATERA SELATAN;02;OGAN KOMERING ILIR;010;LEMPUING;003;KUTA PANDAN;1602010003;16020100030020; RT 04 DUSUN 4      ;SLS;9;33
16;SUMATERA SELATAN;02;OGAN KOMERING ILIR;010;LEMPUING;003;KUTA PANDAN;1602010003;16020100030021; RT 01 DUSUN 5      ;SLS;8;35
16;SUMATERA SELATAN;02;OGAN KOMERING ILIR;010;LEMPUING;003;KUTA PANDAN;1602010003;16020100030022; RT 02 DUSUN 5      ;SLS;5;33
16;SUMATERA SELATAN;02;OGAN KOMERING ILIR;010;LEMPUING;004;DABUK REJO;1602010004;16020100040001; RT 001  001 DUSUN 2      ;SLS;10;49
16;SUMATERA SELATAN;02;OGAN KOMERING ILIR;010;LEMPUING;004;DABUK REJO;1602010004;16020100040002; RT 001  002 DUSUN 1      ;SLS;20;65
16;SUMATERA SELATAN;02;OGAN KOMERING ILIR;010;LEMPUING;004;DABUK REJO;1602010004;16020100040003; RT 002  002 DUSUN 1      ;SLS;15;66
16;SUMATERA SELATAN;02;OGAN KOMERING ILIR;010;LEMPUING;004;DABUK REJO;1602010004;16020100040004; RT 001  003 DUSUN 1      ;SLS;13;78
16;SUMATERA SELATAN;02;OGAN KOMERING ILIR;010;LEMPUING;004;DABUK REJO;1602010004;16020100040005; RT 002  003 DUSUN 1      ;SLS;13;56
16;SUMATERA SELATAN;02;OGAN KOMERING ILIR;010;LEMPUING;004;DABUK REJO;1602010004;16020100040006; RT 001  004 DUSUN 1      ;SLS;43;96
16;SUMATERA SELATAN;02;OGAN KOMERING ILIR;010;LEMPUING;004;DABUK REJO;1602010004;16020100040007; RT 002  004 DUSUN 1      ;SLS;28;73
16;SUMATERA SELATAN;02;OGAN KOMERING ILIR;010;LEMPUING;004;DABUK REJO;1602010004;16020100040008; RT 001  005 DUSUN 3      ;SLS;11;43
16;SUMATERA SELATAN;02;OGAN KOMERING ILIR;010;LEMPUING;004;DABUK REJO;1602010004;16020100040009; RT 002  005 DUSUN 3      ;SLS;6;25
16;SUMATERA SELATAN;02;OGAN KOMERING ILIR;010;LEMPUING;004;DABUK REJO;1602010004;16020100040010; RT 003  005 DUSUN 3      ;SLS;8;32
16;SUMATERA SELATAN;02;OGAN KOMERING ILIR;010;LEMPUING;004;DABUK REJO;1602010004;16020100040011; RT 001  006 DUSUN 3      ;SLS;9;47
16;SUMATERA SELATAN;02;OGAN KOMERING ILIR;010;LEMPUING;004;DABUK REJO;1602010004;16020100040012; RT 002  006 DUSUN 3      ;SLS;14;59
16;SUMATERA SELATAN;02;OGAN KOMERING ILIR;010;LEMPUING;004;DABUK REJO;1602010004;16020100040013; RT 001  007 DUSUN 2      ;SLS;9;38
16;SUMATERA SELATAN;02;OGAN KOMERING ILIR;010;LEMPUING;004;DABUK REJO;1602010004;16020100040014; RT 002  007 DUSUN 2      ;SLS;6;37
16;SUMATERA SELATAN;02;OGAN KOMERING ILIR;010;LEMPUING;004;DABUK REJO;1602010004;16020100040015; RT 001  008 DUSUN 2      ;SLS;17;75
16;SUMATERA SELATAN;02;OGAN KOMERING ILIR;010;LEMPUING;004;DABUK REJO;1602010004;16020100040016; RT 002  008 DUSUN 2      ;SLS;9;45
16;SUMATERA SELATAN;02;OGAN KOMERING ILIR;010;LEMPUING;004;DABUK REJO;1602010004;16020100040017; RT 003  008 DUSUN 2      ;SLS;12;26
16;SUMATERA SELATAN;02;OGAN KOMERING ILIR;010;LEMPUING;004;DABUK REJO;1602010004;16020100040018; RT 001  009 DUSUN 2      ;SLS;24;87
16;SUMATERA SELATAN;02;OGAN KOMERING ILIR;010;LEMPUING;004;DABUK REJO;1602010004;16020100040019; RT 002  009 DUSUN 2      ;SLS;30;52
16;SUMATERA SELATAN;02;OGAN KOMERING ILIR;010;LEMPUING;004;DABUK REJO;1602010004;16020100040020; RT 003  009 DUSUN 2      ;SLS;26;54
16;SUMATERA SELATAN;02;OGAN KOMERING ILIR;010;LEMPUING;004;DABUK REJO;1602010004;16020100040021; RT 001  010 DUSUN 3      ;SLS;11;68
16;SUMATERA SELATAN;02;OGAN KOMERING ILIR;010;LEMPUING;004;DABUK REJO;1602010004;16020100040022; RT 002  010 DUSUN 3      ;SLS;41;70
16;SUMATERA SELATAN;02;OGAN KOMERING ILIR;010;LEMPUING;004;DABUK REJO;1602010004;16020100040023; RT 003  010 DUSUN 3      ;SLS;14;69
16;SUMATERA SELATAN;02;OGAN KOMERING ILIR;010;LEMPUING;004;DABUK REJO;1602010004;16020100040024; RT 001  011 DUSUN 4      ;SLS;19;79
16;SUMATERA SELATAN;02;OGAN KOMERING ILIR;010;LEMPUING;004;DABUK REJO;1602010004;16020100040025; RT 002  011 DUSUN 4      ;SLS;27;95
16;SUMATERA SELATAN;02;OGAN KOMERING ILIR;010;LEMPUING;004;DABUK REJO;1602010004;16020100040026; RT 001  012 DUSUN 4      ;SLS;23;53
16;SUMATERA SELATAN;02;OGAN KOMERING ILIR;010;LEMPUING;004;DABUK REJO;1602010004;16020100040027; RT 002  012 DUSUN 4      ;SLS;16;46
16;SUMATERA SELATAN;02;OGAN KOMERING ILIR;010;LEMPUING;004;DABUK REJO;1602010004;16020100040028; RT 003  012 DUSUN 4      ;SLS;10;52
16;SUMATERA SELATAN;02;OGAN KOMERING ILIR;010;LEMPUING;004;DABUK REJO;1602010004;16020100040029; RT 001  013 DUSUN 4      ;SLS;23;56
16;SUMATERA SELATAN;02;OGAN KOMERING ILIR;010;LEMPUING;004;DABUK REJO;1602010004;16020100040030; RT 002  013 DUSUN 4      ;SLS;20;68
16;SUMATERA SELATAN;02;OGAN KOMERING ILIR;010;LEMPUING;004;DABUK REJO;1602010004;16020100040031; RT 003  013 DUSUN 4      ;SLS;16;67
16;SUMATERA SELATAN;02;OGAN KOMERING ILIR;010;LEMPUING;004;DABUK REJO;1602010004;16020100040032; RT 001  014 DUSUN 1      ;SLS;14;51
16;SUMATERA SELATAN;02;OGAN KOMERING ILIR;010;LEMPUING;004;DABUK REJO;1602010004;16020100040034; RT 001  015 DUSUN 2      ;SLS;8;63
16;SUMATERA SELATAN;02;OGAN KOMERING ILIR;010;LEMPUING;005;SUKAMULYA;1602010005;16020100050001; RT 001  001 DUSUN 001      ;SLS;30;100
16;SUMATERA SELATAN;02;OGAN KOMERING ILIR;010;LEMPUING;005;SUKAMULYA;1602010005;16020100050002; RT 002  001 DUSUN 001      ;SLS;32;116
16;SUMATERA SELATAN;02;OGAN KOMERING ILIR;010;LEMPUING;005;SUKAMULYA;1602010005;16020100050003; RT 003  002 DUSUN 001      ;SLS;16;64
16;SUMATERA SELATAN;02;OGAN KOMERING ILIR;010;LEMPUING;005;SUKAMULYA;1602010005;16020100050004; RT 004  002 DUSUN 001      ;SLS;11;56
16;SUMATERA SELATAN;02;OGAN KOMERING ILIR;010;LEMPUING;005;SUKAMULYA;1602010005;16020100050005; RT 005  003 DUSUN 002      ;SLS;15;63
16;SUMATERA SELATAN;02;OGAN KOMERING ILIR;010;LEMPUING;005;SUKAMULYA;1602010005;16020100050006; RT 006  003 DUSUN 002      ;SLS;14;83
16;SUMATERA SELATAN;02;OGAN KOMERING ILIR;010;LEMPUING;005;SUKAMULYA;1602010005;16020100050007; RT 007  004 DUSUN 002      ;SLS;13;83
16;SUMATERA SELATAN;02;OGAN KOMERING ILIR;010;LEMPUING;005;SUKAMULYA;1602010005;16020100050008; RT 008  004 DUSUN 002      ;SLS;26;89
16;SUMATERA SELATAN;02;OGAN KOMERING ILIR;010;LEMPUING;005;SUKAMULYA;1602010005;16020100050009; RT 009  005 DUSUN 003      ;SLS;17;68
16;SUMATERA SELATAN;02;OGAN KOMERING ILIR;010;LEMPUING;005;SUKAMULYA;1602010005;16020100050010; RT 010  005 DUSUN 003      ;SLS;28;110
16;SUMATERA SELATAN;02;OGAN KOMERING ILIR;010;LEMPUING;005;SUKAMULYA;1602010005;16020100050011; RT 011  006 DUSUN 003      ;SLS;12;64
16;SUMATERA SELATAN;02;OGAN KOMERING ILIR;010;LEMPUING;005;SUKAMULYA;1602010005;16020100050012; RT 012  006 DUSUN 003      ;SLS;24;91
16;SUMATERA SELATAN;02;OGAN KOMERING ILIR;010;LEMPUING;005;SUKAMULYA;1602010005;16020100050013; RT 013  007 DUSUN 004      ;SLS;19;71
16;SUMATERA SELATAN;02;OGAN KOMERING ILIR;010;LEMPUING;005;SUKAMULYA;1602010005;16020100050014; RT 014  007 DUSUN 004      ;SLS;8;48
16;SUMATERA SELATAN;02;OGAN KOMERING ILIR;010;LEMPUING;005;SUKAMULYA;1602010005;16020100050015; RT 015  008 DUSUN 004      ;SLS;21;67
16;SUMATERA SELATAN;02;OGAN KOMERING ILIR;010;LEMPUING;005;SUKAMULYA;1602010005;16020100050016; RT 016  008 DUSUN 004      ;SLS;16;68
16;SUMATERA SELATAN;02;OGAN KOMERING ILIR;010;LEMPUING;005;SUKAMULYA;1602010005;16020100050017; RT 017  009 DUSUN 004      ;SLS;12;50
16;SUMATERA SELATAN;02;OGAN KOMERING ILIR;010;LEMPUING;005;SUKAMULYA;1602010005;16020100050018; RT 018  009 DUSUN 004      ;SLS;12;47
16;SUMATERA SELATAN;02;OGAN KOMERING ILIR;010;LEMPUING;007;TEBING SULUH;1602010007;16020100070001; RT 0001 DUSUN I      ;SLS;29;145
16;SUMATERA SELATAN;02;OGAN KOMERING ILIR;010;LEMPUING;007;TEBING SULUH;1602010007;16020100070002; RT 0002 DUSUN I      ;SLS;32;154
16;SUMATERA SELATAN;02;OGAN KOMERING ILIR;010;LEMPUING;007;TEBING SULUH;1602010007;16020100070003; RT 0003 DUSUN II      ;SLS;17;75
16;SUMATERA SELATAN;02;OGAN KOMERING ILIR;010;LEMPUING;007;TEBING SULUH;1602010007;16020100070004; RT 0004 DUSUN II      ;SLS;13;69
16;SUMATERA SELATAN;02;OGAN KOMERING ILIR;010;LEMPUING;007;TEBING SULUH;1602010007;16020100070005; RT 0005 DUSUN VII      ;SLS;12;53
16;SUMATERA SELATAN;02;OGAN KOMERING ILIR;010;LEMPUING;007;TEBING SULUH;1602010007;16020100070006; RT 0006 DUSUN III      ;SLS;39;111
16;SUMATERA SELATAN;02;OGAN KOMERING ILIR;010;LEMPUING;007;TEBING SULUH;1602010007;16020100070007; RT 0007 DUSUN III      ;SLS;27;101
16;SUMATERA SELATAN;02;OGAN KOMERING ILIR;010;LEMPUING;007;TEBING SULUH;1602010007;16020100070008; RT 0008 DUSUN VI      ;SLS;22;50
16;SUMATERA SELATAN;02;OGAN KOMERING ILIR;010;LEMPUING;007;TEBING SULUH;1602010007;16020100070009; RT 0009 DUSUN VI      ;SLS;26;122
16;SUMATERA SELATAN;02;OGAN KOMERING ILIR;010;LEMPUING;007;TEBING SULUH;1602010007;16020100070010; RT 0010 DUSUN VI      ;SLS;54;127
16;SUMATERA SELATAN;02;OGAN KOMERING ILIR;010;LEMPUING;007;TEBING SULUH;1602010007;16020100070011; RT 0011 DUSUN III      ;SLS;16;70
16;SUMATERA SELATAN;02;OGAN KOMERING ILIR;010;LEMPUING;007;TEBING SULUH;1602010007;16020100070012; RT 0012 DUSUN IV      ;SLS;16;73
16;SUMATERA SELATAN;02;OGAN KOMERING ILIR;010;LEMPUING;007;TEBING SULUH;1602010007;16020100070013; RT 0013 DUSUN IV      ;SLS;12;71
16;SUMATERA SELATAN;02;OGAN KOMERING ILIR;010;LEMPUING;007;TEBING SULUH;1602010007;16020100070014; RT 0014 DUSUN IV      ;SLS;18;91
16;SUMATERA SELATAN;02;OGAN KOMERING ILIR;010;LEMPUING;007;TEBING SULUH;1602010007;16020100070015; RT 0015 DUSUN IV      ;SLS;4;21
16;SUMATERA SELATAN;02;OGAN KOMERING ILIR;010;LEMPUING;007;TEBING SULUH;1602010007;16020100070016; RT 0016 DUSUN V      ;SLS;20;63
16;SUMATERA SELATAN;02;OGAN KOMERING ILIR;010;LEMPUING;007;TEBING SULUH;1602010007;16020100070017; RT 0017 DUSUN V      ;SLS;43;131
16;SUMATERA SELATAN;02;OGAN KOMERING ILIR;010;LEMPUING;007;TEBING SULUH;1602010007;16020100070018; RT 0018 DUSUN V      ;SLS;32;73
16;SUMATERA SELATAN;02;OGAN KOMERING ILIR;010;LEMPUING;007;TEBING SULUH;1602010007;16020100070019; RT 0019 DUSUN V      ;SLS;32;73
16;SUMATERA SELATAN;02;OGAN KOMERING ILIR;010;LEMPUING;007;TEBING SULUH;1602010007;16020100070020; RT 0020 DUSUN V      ;SLS;28;108
16;SUMATERA SELATAN;02;OGAN KOMERING ILIR;010;LEMPUING;007;TEBING SULUH;1602010007;16020100070021; RT 0021 DUSUN VII      ;SLS;10;56
16;SUMATERA SELATAN;02;OGAN KOMERING ILIR;010;LEMPUING;008;CAHYA MAJU;1602010008;16020100080001; RT 0001 DUSUN 001      ;SLS;26;85
16;SUMATERA SELATAN;02;OGAN KOMERING ILIR;010;LEMPUING;008;CAHYA MAJU;1602010008;16020100080002; RT 0002 DUSUN 001      ;SLS;12;77
16;SUMATERA SELATAN;02;OGAN KOMERING ILIR;010;LEMPUING;008;CAHYA MAJU;1602010008;16020100080003; RT 0003 DUSUN 001      ;SLS;14;60
16;SUMATERA SELATAN;02;OGAN KOMERING ILIR;010;LEMPUING;008;CAHYA MAJU;1602010008;16020100080004; RT 0001 DUSUN 002      ;SLS;36;116
16;SUMATERA SELATAN;02;OGAN KOMERING ILIR;010;LEMPUING;008;CAHYA MAJU;1602010008;16020100080005; RT 0002 DUSUN 002      ;SLS;19;77
16;SUMATERA SELATAN;02;OGAN KOMERING ILIR;010;LEMPUING;008;CAHYA MAJU;1602010008;16020100080006; RT 0001 DUSUN 003      ;SLS;37;140
16;SUMATERA SELATAN;02;OGAN KOMERING ILIR;010;LEMPUING;008;CAHYA MAJU;1602010008;16020100080007; RT 0002 DUSUN 003      ;SLS;21;109
16;SUMATERA SELATAN;02;OGAN KOMERING ILIR;010;LEMPUING;008;CAHYA MAJU;1602010008;16020100080008; RT 0001 DUSUN 004      ;SLS;32;67
16;SUMATERA SELATAN;02;OGAN KOMERING ILIR;010;LEMPUING;008;CAHYA MAJU;1602010008;16020100080009; RT 0002 DUSUN 004      ;SLS;36;124
16;SUMATERA SELATAN;02;OGAN KOMERING ILIR;010;LEMPUING;008;CAHYA MAJU;1602010008;16020100080010; RT 0001 DUSUN 005      ;SLS;30;61
16;SUMATERA SELATAN;02;OGAN KOMERING ILIR;010;LEMPUING;008;CAHYA MAJU;1602010008;16020100080011; RT 0002 DUSUN 005      ;SLS;24;91
16;SUMATERA SELATAN;02;OGAN KOMERING ILIR;010;LEMPUING;008;CAHYA MAJU;1602010008;16020100080012; RT 0003 DUSUN 005      ;SLS;21;84
16;SUMATERA SELATAN;02;OGAN KOMERING ILIR;010;LEMPUING;009;TULUNG HARAPAN;1602010009;16020100090001; RT 001  001 DUSUN 1      ;SLS;11;64
16;SUMATERA SELATAN;02;OGAN KOMERING ILIR;010;LEMPUING;009;TULUNG HARAPAN;1602010009;16020100090002; RT 002  001 DUSUN 1      ;SLS;6;46
16;SUMATERA SELATAN;02;OGAN KOMERING ILIR;010;LEMPUING;009;TULUNG HARAPAN;1602010009;16020100090003; RT 003  002 DUSUN 2      ;SLS;16;71
16;SUMATERA SELATAN;02;OGAN KOMERING ILIR;010;LEMPUING;009;TULUNG HARAPAN;1602010009;16020100090004; RT 004  002 DUSUN 2      ;SLS;11;53
16;SUMATERA SELATAN;02;OGAN KOMERING ILIR;010;LEMPUING;009;TULUNG HARAPAN;1602010009;16020100090005; RT 005  003 DUSUN 3      ;SLS;11;55
16;SUMATERA SELATAN;02;OGAN KOMERING ILIR;010;LEMPUING;009;TULUNG HARAPAN;1602010009;16020100090006; RT 006  003 DUSUN 3      ;SLS;8;37
16;SUMATERA SELATAN;02;OGAN KOMERING ILIR;010;LEMPUING;009;TULUNG HARAPAN;1602010009;16020100090007; RT 007  004 DUSUN 4      ;SLS;20;77
16;SUMATERA SELATAN;02;OGAN KOMERING ILIR;010;LEMPUING;009;TULUNG HARAPAN;1602010009;16020100090008; RT 008  004 DUSUN 4      ;SLS;22;69
16;SUMATERA SELATAN;02;OGAN KOMERING ILIR;010;LEMPUING;009;TULUNG HARAPAN;1602010009;16020100090009; RT 009  005 DUSUN 5      ;SLS;9;50
16;SUMATERA SELATAN;02;OGAN KOMERING ILIR;010;LEMPUING;009;TULUNG HARAPAN;1602010009;16020100090010; RT 010  005 DUSUN 5      ;SLS;11;44
16;SUMATERA SELATAN;02;OGAN KOMERING ILIR;010;LEMPUING;009;TULUNG HARAPAN;1602010009;16020100090011; RT 011  005 DUSUN 5      ;SLS;13;65
16;SUMATERA SELATAN;02;OGAN KOMERING ILIR;010;LEMPUING;010;BUMI AGUNG;1602010010;16020100100001; RT 001 DUSUN I      ;SLS;28;79
16;SUMATERA SELATAN;02;OGAN KOMERING ILIR;010;LEMPUING;010;BUMI AGUNG;1602010010;16020100100002; RT 002 DUSUN I      ;SLS;31;115
16;SUMATERA SELATAN;02;OGAN KOMERING ILIR;010;LEMPUING;010;BUMI AGUNG;1602010010;16020100100003; RT 003 DUSUN I      ;SLS;16;82
16;SUMATERA SELATAN;02;OGAN KOMERING ILIR;010;LEMPUING;010;BUMI AGUNG;1602010010;16020100100004; RT 004 DUSUN I      ;SLS;6;38
16;SUMATERA SELATAN;02;OGAN KOMERING ILIR;010;LEMPUING;010;BUMI AGUNG;1602010010;16020100100005; RT 001 DUSUN II      ;SLS;54;101
16;SUMATERA SELATAN;02;OGAN KOMERING ILIR;010;LEMPUING;010;BUMI AGUNG;1602010010;16020100100006; RT 002 DUSUN II      ;SLS;38;65
16;SUMATERA SELATAN;02;OGAN KOMERING ILIR;010;LEMPUING;010;BUMI AGUNG;1602010010;16020100100007; RT 001 DUSUN III      ;SLS;18;84
16;SUMATERA SELATAN;02;OGAN KOMERING ILIR;010;LEMPUING;010;BUMI AGUNG;1602010010;16020100100008; RT 002 DUSUN III      ;SLS;64;136
16;SUMATERA SELATAN;02;OGAN KOMERING ILIR;010;LEMPUING;010;BUMI AGUNG;1602010010;16020100100009; RT 003 DUSUN III      ;SLS;33;133
16;SUMATERA SELATAN;02;OGAN KOMERING ILIR;010;LEMPUING;010;BUMI AGUNG;1602010010;16020100100010; RT 001 DUSUN IV      ;SLS;61;152
16;SUMATERA SELATAN;02;OGAN KOMERING ILIR;010;LEMPUING;010;BUMI AGUNG;1602010010;16020100100011; RT 002 DUSUN IV      ;SLS;54;188
16;SUMATERA SELATAN;02;OGAN KOMERING ILIR;010;LEMPUING;010;BUMI AGUNG;1602010010;16020100100012; RT 001 DUSUN V      ;SLS;26;114
16;SUMATERA SELATAN;02;OGAN KOMERING ILIR;010;LEMPUING;010;BUMI AGUNG;1602010010;16020100100013; RT 002 DUSUN V      ;SLS;29;125
16;SUMATERA SELATAN;02;OGAN KOMERING ILIR;010;LEMPUING;010;BUMI AGUNG;1602010010;16020100100014; RT 003 DUSUN V      ;SLS;24;107
16;SUMATERA SELATAN;02;OGAN KOMERING ILIR;010;LEMPUING;011;SINDANG SARI;1602010011;16020100110001; RT 001  001 DUSUN 001      ;SLS;19;50
16;SUMATERA SELATAN;02;OGAN KOMERING ILIR;010;LEMPUING;011;SINDANG SARI;1602010011;16020100110002; RT 002  001 DUSUN 001      ;SLS;21;71
16;SUMATERA SELATAN;02;OGAN KOMERING ILIR;010;LEMPUING;011;SINDANG SARI;1602010011;16020100110003; RT 003  001 DUSUN 001      ;SLS;21;72
16;SUMATERA SELATAN;02;OGAN KOMERING ILIR;010;LEMPUING;011;SINDANG SARI;1602010011;16020100110004; RT 001  002 DUSUN 002      ;SLS;11;65
16;SUMATERA SELATAN;02;OGAN KOMERING ILIR;010;LEMPUING;011;SINDANG SARI;1602010011;16020100110005; RT 002  002 DUSUN 002      ;SLS;18;64
